NAME	TITLE	SCORE	
H4C16	H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]	-0.009235839	
SAMD11	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]	-0.009236598	
RAB41	RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18293]	-0.00923886	
RPL23AP64	ribosomal protein L23a pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:36552]	-0.009241212	
RNF150	ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]	-0.009250301	
BTF3P4	basic transcription factor 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38566]	-0.0092569385	
TTC23L	tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]	-0.009259597	
TCHH	trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791]	-0.009262219	
PCDH9	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]	-0.00926312	
DERL3	derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]	-0.009263372	
RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]	-0.009264453	
LINC01132	long intergenic non-protein coding RNA 1132 [Source:HGNC Symbol;Acc:HGNC:49444]	-0.009266103	
PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	-0.009273139	
PPP1CB-DT	PPP1CB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55829]	-0.009276443	
TBX18	T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]	-0.009285356	
TPPP2	tubulin polymerization promoting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19293]	-0.009287019	
BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	-0.009287482	
HAAO	3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]	-0.009287702	
GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]	-0.009288511	
ASPH	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	-0.009297835	
UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	-0.009299614	
CICP3	capicua transcriptional repressor pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37742]	-0.009300084	
PABPC1P1	poly(A) binding protein cytoplasmic 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8558]	-0.009300361	
ZNF473	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]	-0.009304047	
ANKRD18B	ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644]	-0.009305219	
ISG15	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	-0.009305828	
ANK2	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]	-0.009306852	
LINC01315	long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]	-0.009307433	
UTP20	UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]	-0.009309437	
ALPK1	alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]	-0.009312999	
CRTAC1	cartilage acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:14882]	-0.00931442	
SAMD9L	sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]	-0.009318401	
POLI	DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]	-0.009322529	
FAM227B	family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]	-0.009323343	
IDI1P1	IDI1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54666]	-0.009323864	
GRK3	G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]	-0.009329718	
THPO	thrombopoietin [Source:HGNC Symbol;Acc:HGNC:11795]	-0.009330458	
ACOT11	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	-0.00933105	
ABI3BP	ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]	-0.009331156	
ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	-0.00933288	
NRCAM	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]	-0.009336438	
S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	-0.009338213	
CDC7	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]	-0.0093417	
TIMP4	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]	-0.0093423035	
KCNQ5	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	-0.009342844	
USP44	ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064]	-0.009345676	
NDUFB1	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	-0.009346647	
PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]	-0.009354218	
ZNF660	zinc finger protein 660 [Source:HGNC Symbol;Acc:HGNC:26720]	-0.009355276	
NRARP	NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]	-0.009360251	
CRTC3	CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]	-0.009361367	
TMEM17	transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]	-0.009361466	
UCKL1	uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]	-0.009367403	
PPRC1	PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]	-0.009369342	
FGF13-AS1	FGF13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44264]	-0.009372838	
GPX3	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	-0.009376557	
DLGAP3	DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]	-0.009380184	
LINC02610	long intergenic non-protein coding RNA 2610 [Source:HGNC Symbol;Acc:HGNC:27177]	-0.009381554	
CHRDL1	chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	-0.009382608	
TOR3A	torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]	-0.00939123	
PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	-0.009392212	
SDK1-AS1	SDK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40883]	-0.009394857	
AJM1	apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]	-0.009398249	
S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	-0.00940258	
SLC16A4	solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]	-0.009405308	
C4orf36	chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386]	-0.009406946	
TENT4B	terminal nucleotidyltransferase 4B [Source:HGNC Symbol;Acc:HGNC:30758]	-0.009408338	
POU2AF2	POU class 2 homeobox associating factor 2 [Source:HGNC Symbol;Acc:HGNC:30527]	-0.009408801	
OLFM1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	-0.009412864	
MAF	MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]	-0.00941375	
YY1AP1	YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]	-0.009414742	
NCAM2	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]	-0.009421866	
TCF20	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]	-0.009424074	
SUSD5	sushi domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29061]	-0.009426839	
ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	-0.009427413	
CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]	-0.009429237	
NPIPB11	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]	-0.009431032	
PSMA6	proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]	-0.009437028	
EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	-0.00943811	
LRRC8D	leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]	-0.009439639	
NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]	-0.009442455	
CCAR2	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	-0.009449858	
ADRA2C	adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]	-0.009452572	
KDM5C	lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114]	-0.009455866	
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]	-0.009456835	
DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]	-0.009457914	
CENPK	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	-0.009458406	
NKAIN1	sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]	-0.009462924	
TUBA4B	tubulin alpha 4b [Source:HGNC Symbol;Acc:HGNC:18637]	-0.00946581	
PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	-0.009471123	
RSL24D1P11	ribosomal L24 domain containing 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37881]	-0.009473302	
SERF1B	small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]	-0.009475822	
KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]	-0.009476449	
AQP5	aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]	-0.009479047	
GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	-0.009479607	
MTFP1	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]	-0.009480565	
SPACA6	sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]	-0.009480986	
IL34	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	-0.009481217	
CLIC4P1	chloride intracellular channel 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49797]	-0.0094832815	
TBX6	T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]	-0.009486483	
ILRUNP1	ILRUN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54748]	-0.009487569	
NAIP	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]	-0.009489291	
RRN3P2	RRN3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37619]	-0.009491093	
C1DP1	C1D nuclear receptor corepressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31465]	-0.009494077	
CARMIL3	capping protein regulator and myosin 1 linker 3 [Source:HGNC Symbol;Acc:HGNC:20272]	-0.009494149	
VDAC1P6	voltage dependent anion channel 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37481]	-0.009495617	
GHDC	GH3 domain containing [Source:HGNC Symbol;Acc:HGNC:24438]	-0.009495797	
RBM4B	RNA binding motif protein 4B [Source:HGNC Symbol;Acc:HGNC:28842]	-0.009514776	
ARHGAP11A	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]	-0.009515695	
RPS4XP3	ribosomal protein S4X pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16251]	-0.009517397	
SLC13A3	solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]	-0.009517807	
INAVA	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]	-0.009519292	
OPN1SW	opsin 1, short wave sensitive [Source:HGNC Symbol;Acc:HGNC:1012]	-0.009521586	
VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]	-0.009522324	
SVIL-AS1	SVIL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51219]	-0.00952434	
NOL4L	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]	-0.009526899	
OSM	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]	-0.009532554	
FBLL1	fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458]	-0.009533737	
C6orf163	chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]	-0.009538132	
SELL	selectin L [Source:HGNC Symbol;Acc:HGNC:10720]	-0.00954077	
SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]	-0.009542109	
RNF128	ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153]	-0.009544421	
ARHGAP28	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	-0.009545754	
AQP7	aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]	-0.009555659	
MAGED4	MAGE family member D4 [Source:HGNC Symbol;Acc:HGNC:23793]	-0.009561079	
LINC01135	long intergenic non-protein coding RNA 1135 [Source:HGNC Symbol;Acc:HGNC:49450]	-0.009561756	
C1orf54	chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]	-0.009562386	
HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	-0.009564777	
PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	-0.009566184	
SKA1	spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]	-0.009569793	
NOXO1	NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404]	-0.009575607	
TLR4	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	-0.009575691	
HHLA3	HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]	-0.009578248	
RSPH10B2	radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]	-0.009578748	
RBM7P1	RBM7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54704]	-0.009579881	
IGFBP6	insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]	-0.009583231	
CDKN2A	cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]	-0.009588245	
DOK1	docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]	-0.009592589	
C8orf34	chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:30905]	-0.009592635	
PRDX2P4	peroxiredoxin 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44969]	-0.009598045	
LRRIQ1	leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708]	-0.009600502	
KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	-0.009605328	
TRPV5	transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145]	-0.00960981	
BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]	-0.009613495	
ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	-0.009618507	
EMCN	endomucin [Source:HGNC Symbol;Acc:HGNC:16041]	-0.009619093	
SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	-0.0096217785	
CLTCL1	clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093]	-0.009630574	
ENSG00000233251	novel transcript, antisense to CCDC85A	-0.009633474	
BCL11A	BCL11 transcription factor A [Source:HGNC Symbol;Acc:HGNC:13221]	-0.009634248	
SMARCE1P1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39731]	-0.009638611	
ZNF711	zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]	-0.009639085	
GAPDHP40	glyceraldehyde 3 phosphate dehydrogenase pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:37797]	-0.009643152	
SBNO2	strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]	-0.009648001	
HS6ST1P1	heparan sulfate 6-O-sulfotransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31835]	-0.009659677	
FABP5	fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]	-0.009660085	
DLGAP5	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]	-0.009663032	
FUNDC2P2	FUN14 domain containing 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17247]	-0.00966432	
HTR1F	5-hydroxytryptamine receptor 1F [Source:HGNC Symbol;Acc:HGNC:5292]	-0.009692165	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	-0.009692842	
C6orf52	chromosome 6 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:20881]	-0.009704141	
REPIN1-AS1	REPIN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41201]	-0.009706546	
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	-0.009707738	
ENSG00000235978	novel transcript, antisense to ITPR1	-0.009711065	
ZNF490	zinc finger protein 490 [Source:HGNC Symbol;Acc:HGNC:23705]	-0.009711071	
ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]	-0.009724548	
TAS1R3	taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]	-0.009726651	
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	-0.009728474	
PTMAP9	prothymosin alpha pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:34054]	-0.009728594	
ADGRL4	adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]	-0.00973287	
DCST1-AS1	DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]	-0.009734695	
ECM2	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	-0.009735597	
STAT4	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]	-0.009739725	
SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	-0.009739935	
SERPINB7	serpin family B member 7 [Source:HGNC Symbol;Acc:HGNC:13902]	-0.0097410595	
RPL7P23	ribosomal protein L7 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:35658]	-0.009743195	
MAD2L1BP	MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059]	-0.0097546615	
C15orf62	chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]	-0.009759816	
ZDHHC12-DT	ZDHHC12 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55873]	-0.009761686	
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	-0.009763922	
CCNB3	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	-0.0097649805	
TP53TG5	TP53 target 5 [Source:HGNC Symbol;Acc:HGNC:15856]	-0.009765637	
LNP1	leukemia NUP98 fusion partner 1 [Source:HGNC Symbol;Acc:HGNC:28014]	-0.009768698	
ZC3H8	zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]	-0.009784528	
DGKI	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	-0.009786564	
MEIS3	Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]	-0.00978701	
RPS27AP5	ribosomal protein S27a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36867]	-0.009790462	
LRRC37A15P	leucine rich repeat containing 37 member A15, pseudogene [Source:HGNC Symbol;Acc:HGNC:43819]	-0.009790596	
PDE2A	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	-0.009798558	
BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	-0.009805705	
SKA3	spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]	-0.009806324	
GJA3	gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277]	-0.009809671	
TNFAIP8L1	TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279]	-0.009814456	
TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]	-0.009829134	
ANKRD34B	ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:HGNC:33736]	-0.009831058	
CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	-0.009833902	
WTIP	WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]	-0.009842581	
PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	-0.00984291	
FIBCD1	fibrinogen C domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25922]	-0.009845605	
FAM185BP	family with sequence similarity 185 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:21813]	-0.009846332	
GADL1	glutamate decarboxylase like 1 [Source:HGNC Symbol;Acc:HGNC:27949]	-0.009847167	
CASKIN1	CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879]	-0.00984774	
S1PR1-DT	S1PR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55842]	-0.009849524	
QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]	-0.009853336	
CARMIL2	capping protein regulator and myosin 1 linker 2 [Source:HGNC Symbol;Acc:HGNC:27089]	-0.009856442	
PAPOLA	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]	-0.009858827	
CYCSP6	CYCS pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:24421]	-0.009861064	
SCMH1	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]	-0.0098610865	
ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]	-0.009874311	
CCNI2	cyclin I family member 2 [Source:HGNC Symbol;Acc:HGNC:33869]	-0.009878054	
CSRNP3	cysteine and serine rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]	-0.009881613	
SNX19P1	sorting nexin 19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16765]	-0.009883961	
PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]	-0.009892708	
XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]	-0.00989559	
GRM6	glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598]	-0.009899489	
ATP1A1-AS1	ATP1A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28262]	-0.009905001	
NUDT11	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	-0.009907096	
THRAP3P1	THRAP3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32386]	-0.00991194	
SERPINB9	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]	-0.009912107	
RAI2	retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835]	-0.009913354	
RIMBP2	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]	-0.009918391	
RPL22P13	ribosomal protein L22 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36352]	-0.0099201305	
PKIB	cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]	-0.009921473	
ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	-0.009923603	
NAMPTP1	nicotinamide phosphoribosyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17633]	-0.009927116	
NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	-0.009927424	
H19	H19 imprinted maternally expressed transcript [Source:HGNC Symbol;Acc:HGNC:4713]	-0.009928435	
STARD5	StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]	-0.009930347	
HLA-W	major histocompatibility complex, class I, W (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23425]	-0.009934452	
SLC9B1	solute carrier family 9 member B1 [Source:HGNC Symbol;Acc:HGNC:24244]	-0.009935706	
KPNA4P1	KPNA4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54976]	-0.009940314	
SCCPDH	saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]	-0.009948448	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	-0.009951771	
EPHX4	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758]	-0.009953668	
ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16467]	-0.009955366	
ACOX2	acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120]	-0.009956436	
LINC00205	long intergenic non-protein coding RNA 205 [Source:HGNC Symbol;Acc:HGNC:16420]	-0.009956958	
CD226	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	-0.009958233	
ZNF300	zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]	-0.009961257	
SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	-0.009964528	
PCDHGC4	protocadherin gamma subfamily C, 4 [Source:HGNC Symbol;Acc:HGNC:8717]	-0.009968961	
GRPEL2P2	GRPEL2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41970]	-0.009978075	
SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	-0.009986356	
ASS1P11	argininosuccinate synthetase 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:761]	-0.009989665	
REM2	RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]	-0.009993795	
GABRB3	gamma-aminobutyric acid type A receptor subunit beta3 [Source:HGNC Symbol;Acc:HGNC:4083]	-0.009996157	
KRT8P36	keratin 8 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:39870]	-0.010010374	
CPEB1	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21744]	-0.010011203	
SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]	-0.010015153	
CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	-0.010016678	
CAPN12	calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]	-0.010018804	
FAM81B	family with sequence similarity 81 member B [Source:HGNC Symbol;Acc:HGNC:26335]	-0.010023027	
FABP3	fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]	-0.010023895	
OSBPL8	oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]	-0.01002925	
CHRNE	cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]	-0.010036517	
NCAPG	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]	-0.010048981	
